trade_date,symbol,start_of_day_quantity,eligible_intraday_sell_quantity,same_day_open_quantity,same_day_add_quantity,same_day_new_lots_quantity,same_day_reduce_quantity,same_day_close_quantity,end_of_day_quantity_without_intraday,has_same_day_primary_action
20260108,300342,3000,3000,0,0,0,0,0,3000,False
20260108,600118,1400,1400,0,0,0,0,0,1400,False
20260108,600879,5300,5300,0,0,0,0,0,5300,False
20260108,601698,200,200,0,0,0,0,0,200,False
20260108,688066,200,200,0,0,0,0,0,200,False
20260108,688523,100,100,0,0,0,0,100,0,True
20260108,688568,1400,1400,0,0,0,0,0,1400,False
20260109,003009,1000,1000,0,0,0,0,0,1000,False
20260109,300045,2900,2900,0,0,0,0,0,2900,False
20260109,300342,3000,3000,0,0,0,0,0,3000,False
20260109,600118,1400,1400,0,0,0,0,0,1400,False
20260109,600879,5300,5300,0,0,0,0,0,5300,False
20260109,601698,200,200,0,0,0,0,0,200,False
20260109,688066,200,200,0,0,0,0,0,200,False
20260109,688568,1400,1400,0,0,0,0,0,1400,False
20260112,003009,1000,1000,0,0,0,0,0,1000,False
20260112,300045,2900,2900,0,0,0,0,0,2900,False
20260112,300342,3000,3000,0,0,0,0,0,3000,False
20260112,600118,1400,1400,0,0,0,0,0,1400,False
20260112,600879,5300,5300,0,0,0,0,0,5300,False
20260112,601698,200,200,0,0,0,0,0,200,False
20260112,688066,200,200,0,0,0,0,0,200,False
20260112,688568,1400,1400,0,0,0,0,0,1400,False
20260113,000738,0,0,4000,0,4000,0,0,4000,True
20260113,003009,1000,1000,0,0,0,0,0,1000,False
20260113,300045,2900,2900,0,0,0,0,0,2900,False
20260113,300342,3000,3000,0,0,0,0,0,3000,False
20260113,600118,1400,1400,0,0,0,0,0,1400,False
20260113,600879,5300,5300,0,0,0,0,0,5300,False
20260113,601698,200,200,0,1600,1600,0,0,1800,True
20260113,688066,200,200,0,0,0,0,0,200,False
20260113,688568,1400,1400,0,0,0,0,0,1400,False
20260114,000738,4000,4000,0,0,0,0,0,4000,False
20260114,003009,1000,1000,0,0,0,0,0,1000,False
20260114,300045,2900,2900,0,0,0,0,0,2900,False
20260114,300342,3000,3000,0,0,0,0,0,3000,False
20260114,600118,1400,1400,0,0,0,0,0,1400,False
20260114,600879,5300,5300,0,0,0,0,0,5300,False
20260114,601698,1800,1800,0,0,0,0,0,1800,False
20260114,688066,200,200,0,0,0,0,0,200,False
20260114,688568,1400,1400,0,0,0,0,0,1400,False
20260115,000738,4000,4000,0,0,0,3000,0,1000,True
20260115,003009,1000,1000,0,0,0,0,0,1000,False
20260115,300045,2900,2900,0,0,0,0,0,2900,False
20260115,300342,3000,3000,0,0,0,0,0,3000,False
20260115,600118,1400,1400,0,0,0,0,0,1400,False
20260115,600879,5300,5300,0,0,0,0,0,5300,False
20260115,601698,1800,1800,0,0,0,0,0,1800,False
20260115,688066,200,200,0,0,0,0,0,200,False
20260115,688568,1400,1400,0,0,0,0,0,1400,False
20260116,000738,1000,1000,0,0,0,0,0,1000,False
20260116,003009,1000,1000,0,0,0,0,0,1000,False
20260116,300045,2900,2900,0,0,0,0,0,2900,False
20260116,300342,3000,3000,0,0,0,0,0,3000,False
20260116,600118,1400,1400,0,0,0,0,0,1400,False
20260116,600879,5300,5300,0,0,0,0,0,5300,False
20260116,601698,1800,1800,0,0,0,0,0,1800,False
20260116,688066,200,200,0,0,0,0,0,200,False
20260116,688568,1400,1400,0,0,0,0,0,1400,False
20260119,000738,1000,1000,0,0,0,0,1000,0,True
20260119,003009,1000,1000,0,0,0,0,0,1000,False
20260119,300045,2900,2900,0,0,0,0,0,2900,False
20260119,300342,3000,3000,0,0,0,0,0,3000,False
20260119,600118,1400,1400,0,0,0,0,0,1400,False
20260119,600879,5300,5300,0,0,0,0,0,5300,False
20260119,601698,1800,1800,0,0,0,0,0,1800,False
20260119,688066,200,200,0,0,0,0,0,200,False
20260119,688568,1400,1400,0,0,0,0,0,1400,False
20260120,003009,1000,1000,0,0,0,700,0,300,True
20260120,300045,2900,2900,0,0,0,2100,0,800,True
20260120,300342,3000,3000,0,0,0,2200,0,800,True
20260120,600118,1400,1400,0,0,0,1000,0,400,True
20260120,600879,5300,5300,0,0,0,3900,0,1400,True
20260120,601698,1800,1800,0,0,0,1300,0,500,True
20260120,688066,200,200,0,0,0,0,0,200,False
20260120,688568,1400,1400,0,0,0,0,0,1400,False
20260121,003009,300,300,0,0,0,0,300,0,True
20260121,300045,800,800,0,0,0,0,0,800,False
20260121,300342,800,800,0,0,0,0,0,800,False
20260121,600118,400,400,0,0,0,0,0,400,False
20260121,600879,1400,1400,0,0,0,0,0,1400,False
20260121,601698,500,500,0,0,0,0,0,500,False
20260121,688066,200,200,0,0,0,0,0,200,False
20260121,688568,1400,1400,0,0,0,0,0,1400,False
20260122,300045,800,800,0,0,0,0,0,800,False
20260122,300342,800,800,0,0,0,0,0,800,False
20260122,600118,400,400,0,0,0,0,0,400,False
20260122,600879,1400,1400,0,0,0,0,0,1400,False
20260122,601698,500,500,0,0,0,0,0,500,False
20260122,688066,200,200,0,0,0,0,0,200,False
20260122,688568,1400,1400,0,0,0,0,0,1400,False
20260123,300045,800,800,0,0,0,0,0,800,False
20260123,300342,800,800,0,0,0,0,0,800,False
20260123,600118,400,400,0,0,0,0,0,400,False
20260123,600879,1400,1400,0,0,0,0,0,1400,False
20260123,601698,500,500,0,0,0,0,0,500,False
20260123,688066,200,200,0,0,0,0,0,200,False
20260123,688568,1400,1400,0,0,0,0,0,1400,False
20260126,000738,0,0,4000,0,4000,0,0,4000,True
20260126,300045,800,800,0,2400,2400,0,0,3200,True
20260126,300342,800,800,0,1400,1400,600,0,1600,True
20260126,600118,400,400,0,0,0,300,0,100,True
20260126,600879,1400,1400,0,0,0,1000,0,400,True
20260126,601698,500,500,0,2000,2000,0,0,2500,True
20260126,688066,200,200,0,0,0,0,0,200,False
20260126,688568,1400,1400,0,0,0,1000,0,400,True
20260127,000738,4000,4000,0,0,0,0,0,4000,False
20260127,300045,3200,3200,0,0,0,0,0,3200,False
20260127,300342,1600,1600,0,0,0,0,0,1600,False
20260127,600118,100,100,0,0,0,0,0,100,False
20260127,600879,400,400,0,0,0,0,0,400,False
20260127,601698,2500,2500,0,0,0,0,0,2500,False
20260127,688066,200,200,0,0,0,0,0,200,False
20260127,688568,400,400,0,0,0,0,0,400,False
20260128,000738,4000,4000,0,0,0,0,0,4000,False
20260128,300045,3200,3200,0,0,0,0,0,3200,False
20260128,300342,1600,1600,0,0,0,0,0,1600,False
20260128,600118,100,100,0,0,0,0,0,100,False
20260128,600879,400,400,0,0,0,0,0,400,False
20260128,601698,2500,2500,0,0,0,0,0,2500,False
20260128,688066,200,200,0,0,0,0,0,200,False
20260128,688568,400,400,0,0,0,0,0,400,False
20260129,000738,4000,4000,0,0,0,0,0,4000,False
20260129,300045,3200,3200,0,0,0,0,0,3200,False
20260129,300342,1600,1600,0,0,0,0,0,1600,False
20260129,600118,100,100,0,0,0,0,0,100,False
20260129,600879,400,400,0,0,0,0,0,400,False
20260129,601698,2500,2500,0,0,0,0,0,2500,False
20260129,688066,200,200,0,0,0,0,0,200,False
20260129,688568,400,400,0,0,0,0,0,400,False
20260130,000738,4000,4000,0,0,0,0,0,4000,False
20260130,300045,3200,3200,0,0,0,0,0,3200,False
20260130,300342,1600,1600,0,0,0,0,0,1600,False
20260130,600118,100,100,0,0,0,0,0,100,False
20260130,600879,400,400,0,0,0,0,0,400,False
20260130,601698,2500,2500,0,0,0,0,0,2500,False
20260130,688066,200,200,0,0,0,0,0,200,False
20260130,688568,400,400,0,0,0,0,0,400,False
20260202,000738,4000,4000,0,0,0,0,0,4000,False
20260202,300045,3200,3200,0,0,0,0,0,3200,False
20260202,300342,1600,1600,0,0,0,0,0,1600,False
20260202,600118,100,100,0,0,0,0,0,100,False
20260202,600879,400,400,0,0,0,0,0,400,False
20260202,601698,2500,2500,0,0,0,0,0,2500,False
20260202,688066,200,200,0,0,0,0,0,200,False
20260202,688568,400,400,0,0,0,0,0,400,False
20260203,000738,4000,4000,0,0,0,0,0,4000,False
20260203,300045,3200,3200,0,0,0,0,0,3200,False
20260203,300342,1600,1600,0,0,0,0,0,1600,False
