action_context,action_favored_3d,board_phase,coarse_label,control_label,d15_60_close_vs_vwap,d15_60_close_vs_vwap_rz,d15_60_failed_push_proxy,d15_60_last_bar_lower_shadow_ratio,d15_60_last_bar_lower_shadow_ratio_rz,d15_60_last_bar_return,d15_60_last_bar_return_rz,d15_60_last_bar_upper_shadow_ratio,d15_60_last_bar_upper_shadow_ratio_rz,d15_60_last_bar_volume_share,d15_60_last_bar_volume_share_rz,d15_60_lower_shadow_ratio,d15_60_lower_shadow_ratio_rz,d15_60_upper_shadow_ratio,d15_60_upper_shadow_ratio_rz,d5_30_close_vs_vwap,d5_30_close_vs_vwap_rz,d5_30_last_bar_lower_shadow_ratio,d5_30_last_bar_lower_shadow_ratio_rz,d5_30_last_bar_return,d5_30_last_bar_return_rz,d5_30_last_bar_upper_shadow_ratio,d5_30_last_bar_upper_shadow_ratio_rz,d5_30_last_bar_volume_share,d5_30_last_bar_volume_share_rz,d5_30_lower_shadow_ratio,d5_30_lower_shadow_ratio_rz,d5_30_upper_shadow_ratio,d5_30_upper_shadow_ratio_rz,execution_trade_date,expectancy_proxy_3d,f30_afternoon_volume_share,f30_afternoon_volume_share_rz,f30_body_ratio,f30_body_ratio_rz,f30_breakout_efficiency,f30_breakout_efficiency_rz,f30_close_location,f30_close_location_rz,f30_close_vs_vwap,f30_close_vs_vwap_rz,f30_failed_push_proxy,f30_high_time_ratio,f30_high_time_ratio_rz,f30_last_bar_lower_shadow_ratio,f30_last_bar_lower_shadow_ratio_rz,f30_last_bar_return,f30_last_bar_return_rz,f30_last_bar_upper_shadow_ratio,f30_last_bar_upper_shadow_ratio_rz,f30_last_bar_volume_share,f30_last_bar_volume_share_rz,f30_lower_shadow_ratio,f30_lower_shadow_ratio_rz,f30_pullback_from_high,f30_pullback_from_high_rz,f30_upper_shadow_ratio,f30_upper_shadow_ratio_rz,f60_afternoon_volume_share,f60_afternoon_volume_share_rz,f60_body_ratio,f60_body_ratio_rz,f60_breakout_efficiency,f60_breakout_efficiency_rz,f60_close_location,f60_close_location_rz,f60_close_vs_vwap,f60_close_vs_vwap_rz,f60_failed_push_proxy,f60_high_time_ratio,f60_high_time_ratio_rz,f60_last_bar_lower_shadow_ratio,f60_last_bar_lower_shadow_ratio_rz,f60_last_bar_return,f60_last_bar_return_rz,f60_last_bar_upper_shadow_ratio,f60_last_bar_upper_shadow_ratio_rz,f60_last_bar_volume_share,f60_last_bar_volume_share_rz,f60_lower_shadow_ratio,f60_lower_shadow_ratio_rz,f60_pullback_from_high,f60_pullback_from_high_rz,f60_upper_shadow_ratio,f60_upper_shadow_ratio_rz,forward_close_return_3d,is_expanded_window_rebuild,max_adverse_return_3d,max_favorable_return_3d,pc1_band,pc1_score,pc2_band,pc2_score,pc3_score,role_family,row_weight,signal_trade_date,split_group,state_band,symbol,under_exposure_gap
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-30,0.114699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095851,,-0.038501,0.114699,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-05-29,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-30,-0.083739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03554,,-0.050633,0.004869,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-05-29,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-06,-0.113472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049326,,-0.071503,0.014715,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-06-05,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-06,-0.082938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023973,,-0.069196,0.02046,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-06-05,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-07,-0.045122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013123,,-0.036248,0.008497,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-06-06,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-07,0.152968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110959,,-0.031963,0.147945,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-06-06,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-20,-0.087283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040836,,-0.052059,0.011223,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-06-19,train,pc1_mid__pc2_mid,300502,
close_vs_hold,True,divergence_and_decay,decrease_expression,holding_veto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-20,-0.124666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069621,,-0.07827,0.04645,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-06-19,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-25,-0.029252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018318,,-0.027103,0.032336,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-06-24,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-25,-0.078054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037452,,-0.045619,0.010034,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-06-24,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-26,-0.049223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023409,,-0.036825,0.022021,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-06-25,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-26,-0.005851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022116,,-0.042827,0.029722,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-06-25,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-28,0.12451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789,,-0.00363,0.098481,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-06-27,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-28,-0.050241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024337,,-0.056627,0.061446,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-06-27,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-03,0.020899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017746,,-0.02198,0.050266,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-07-02,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-03,-0.0451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006929,,-0.052215,0.028087,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-07-02,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-04,-0.01894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004071,,-0.038941,0.031861,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-07-03,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-04,-0.088809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026576,,-0.066195,0.007924,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-07-03,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-05,0.043844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050133,,-0.038175,0.063773,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-07-04,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-05,0.090124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072918,,-0.020084,0.074581,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-07-04,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-15,-0.007156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011181,,-0.021914,0.051878,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-07-12,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-15,0.038394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017937,,-0.012896,0.066706,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-07-12,train,pc1_mid__pc2_mid,300757,
close_vs_hold,True,divergence_and_decay,decrease_expression,holding_veto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-16,-0.19453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069915,,-0.127179,0.005128,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-07-15,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-16,-0.06039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029202,,-0.06261,0.062843,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-07-15,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-18,-0.075046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026759,,-0.054444,0.012315,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-07-17,train,pc1_mid__pc2_mid,300502,
reduce_vs_hold,False,divergence_and_decay,hold_or_skip,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-18,0.009894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026544,,-0.031733,0.030164,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.586667,2024-07-17,train,pc1_mid__pc2_mid,300757,
reduce_vs_hold,True,divergence_and_decay,decrease_expression,de_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19,-0.101548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052744,,-0.053393,0.009177,mid,90926441.734989,mid,5132338.591902,-2514003.088831,repaired_negative_window,0.802083,2024-07-18,train,pc1_mid__pc2_mid,300502,
